245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
148449	国家电网公司	公司中标项目为国家电网公司2013年电能表(含用电信息采集)试点项目招标采购(招标编号:0711-12OTL291),该项目由国家电网公司委托国网国际招标有限公司等招标代理机构,采用网上公开招标方式进行,已于2012年12月26日在国家电网公司电子商务平台发布了详细的公开招标信息	公司/n/N 中标/n/N 项目/n/N 为/p/N 国家电网/nz/Y 公司/n/Y 2013/m/N 年/m/N 电能表/n/N (/x/N 含/v/N 用电/n/N 信息/n/N 采集/v/N )/x/N 试点/n/N 项目/n/N 招标/n/N 采购/v/N (/x/N 招标/n/N 编号/n/N :/x/N 0711/m/N -/x/N 12/m/N OTL291/eng/N )/x/N ,/x/N 该/r/N 项目/n/N 由/p/N 国家电网/nz/N 公司/n/N 委托/n/N 国网/nz/N 国际/n/N 招标/n/N 有限公司/n/N 等/u/N 招标/n/N 代理/n/N 机构/n/N ,/x/N 采用/v/N 网上/s/N 公开招标/n/N 方式/n/N 进行/v/N ,/x/N 已于/d/N 2012/m/N 年/m/N 12/m/N 月/m/N 26/m/N 日/m/N 在/p/N 国家电网/nz/N 公司/n/N 电子商务/n/N 平台/n/N 发布/v/N 了/ul/N 详细/ad/N 的/uj/N 公开招标/n/N 信息/n/N
148449	国家电网公司	本次中标公示媒体是国家电网公司电子商务平台,招标人是国家电网公司,其他详细内容请查看国家电网公司招投标网:	本次/r/N 中标/n/N 公示/v/N 媒体/n/N 是/v/N 国家电网/nz/Y 公司/n/Y 电子商务/n/N 平台/n/N ,/x/N 招标人/n/N 是/v/N 国家电网/nz/N 公司/n/N ,/x/N 其他/r/N 详细/ad/N 内容/n/N 请/v/N 查看/v/N 国家电网/nz/N 公司/n/N 招投标/j/N 网/n/N :/x/N
148449	国家电网公司	目前,公司尚未收到国家电网公司及其相关代理机构发给本公司的中标通知书,中标数量、中标金额等具体事项待公司收到中标通知书后另行通告	目前/t/N ,/x/N 公司/n/N 尚未/d/N 收到/v/N 国家电网/nz/Y 公司/n/Y 及其/c/N 相关/v/N 代理/n/N 机构/n/N 发给/vn/N 本/r/N 公司/n/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 中标/n/N 数量/n/N 、/x/N 中标/n/N 金额/n/N 等/u/N 具体/a/N 事项/n/N 待/v/N 公司/n/N 收到/v/N 中标/n/N 通知书/nr/N 后/f/N 另行/v/N 通告/n/N
1483205	EUROMAXTERMINALC.V.	近日我公司与EUROMAXTERMINALC.V.签订了大额集装箱起重机械供货合同,该合同总金额约1.75亿欧元,折算人民币约为17.5亿元,合同规定上述订单年将于2006年至2008年间分批交货	近日/t/N 我/r/N 公司/n/N 与/p/N EUROMAXTERMINALC/eng/Y ./m/Y V/eng/Y ./m/Y 签订/v/N 了/ul/N 大额/n/N 集装箱/n/N 起重机械/n/N 供货/n/N 合同/a/N ,/x/N 该/r/N 合同/a/N 总金额/n/N 约/d/N 1.75/m/N 亿/m/N 欧元/nz/N ,/x/N 折算/v/N 人民币/n/N 约/d/N 为/p/N 17.5/m/N 亿元/m/N ,/x/N 合同规定/l/N 上述/b/N 订单/n/N 年/m/N 将/d/N 于/p/N 2006/m/N 年/m/N 至/p/N 2008/m/N 年间/t/N 分批交货/n/N
2359922	贵州平塘三天旅游发展有限责任公司	深圳市铁汉生态环境股份有限公司(以下简称“本公司”或“公司”)于近日收到招标代理机构深圳市深龙港建设监理有限公司和贵州平塘三天旅游发展有限责任公司(以下简称“招标人”)发来的《中标通知书》	深圳市/ns/N 铁汉/n/N 生态环境/l/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 招标/n/N 代理/n/N 机构/n/N 深圳市/ns/N 深/a/N 龙港/ns/N 建设/vn/N 监理/vn/N 有限公司/n/N 和/c/N 贵州/ns/Y 平塘/ns/Y 三天/m/Y 旅游/vn/Y 发展/vn/Y 有限责任/l/Y 公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 招标人/n/N ”/x/N )/x/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N
2359922	贵州平塘三天旅游发展有限责任公司	1、该项目招标人为贵州平塘三天旅游发展有限责任公司,公司类型:有限责任公司(国有独资);法定代表人:田茂刚;注册资本:11,000万元人民币;住所:贵州省黔南布依苗族自治州平塘县平舟镇东山路一段(平湖四小旁);经营范围:法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营	1/x/N 、/x/N 该/r/N 项目/n/N 招标人/n/N 为/p/N 贵州/ns/Y 平塘/ns/Y 三天/m/Y 旅游/vn/Y 发展/vn/Y 有限责任/l/Y 公司/n/Y ,/x/N 公司/n/N 类型/n/N :/x/N 有限责任/l/N 公司/n/N (/x/N 国有/b/N 独资/vn/N )/x/N ;/x/N 法定代表/n/N 人/n/N :/x/N 田茂刚/nr/N ;/x/N 注册资本/n/N :/x/N 11/m/N ,/x/N 000/m/N 万元/m/N 人民币/n/N ;/x/N 住所/n/N :/x/N 贵州省/ns/N 黔南/ns/N 布依/nr/N 苗族/nz/N 自治州/ns/N 平塘县/ns/N 平舟镇/nr/N 东/s/N 山路/n/N 一段/m/N (/x/N 平湖/ns/N 四小旁/j/N )/x/N ;/x/N 经营范围/n/N :/x/N 法律/n/N 、/x/N 法规/n/N 、/x/N 国务院/nt/N 决定/v/N 规定/n/N 禁止/v/N 的/uj/N 不得/v/N 经营/vn/N ;/x/N 法律/n/N 、/x/N 法规/n/N 、/x/N 国务院/nt/N 决定/v/N 规定/n/N 应当/v/N 许可/nr/N (/x/N 审批/v/N )/x/N 的/uj/N ,/x/N 经/n/N 审批/v/N 机关/n/N 批准/v/N 后/f/N 凭/p/N 许可/nr/N (/x/N 审批/v/N )/x/N 文件/n/N 经营/vn/N ;/x/N 法律/n/N 、/x/N 法规/n/N 、/x/N 国务院/nt/N 决定/v/N 规定/n/N 无需/v/N 许可/nr/N (/x/N 审批/v/N )/x/N 的/uj/N ,/x/N 市场主体/n/N 自主/v/N 选择/v/N 经营/vn/N
15582356	杭州吉利汽车部件有限公司	天奇自动化工程股份有限公司(以下简称“本公司”)于近日收到浙江吉利控股集团有限公司下属企业杭州吉利汽车部件有限公司的书面通知,本公司中标杭州吉利汽车部件有限公司大江东总装输送主线项目,金额为人民币8,210万元(含税价),安装完成日期为2018年3月30日	天奇/nr/N 自动化/l/N 工程/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 浙江/ns/N 吉利/ns/N 控股集团/nz/N 有限公司/n/N 下属/v/N 企业/n/N 杭州/ns/Y 吉利/ns/Y 汽车部件/n/Y 有限公司/n/Y 的/uj/N 书面通知/n/N ,/x/N 本/r/N 公司/n/N 中标/n/N 杭州/ns/N 吉利/ns/N 汽车部件/n/N 有限公司/n/N 大/a/N 江东/ns/N 总装/n/N 输送/v/N 主线/n/N 项目/n/N ,/x/N 金额/n/N 为/p/N 人民币/n/N 8/x/N ,/x/N 210/m/N 万元/m/N (/x/N 含税/n/N 价/n/N )/x/N ,/x/N 安装/v/N 完成/v/N 日期/t/N 为/p/N 2018/m/N 年/m/N 3/m/N 月/m/N 30/m/N 日/m/N
15771419	中国南方电网有限责任公司	中国南方电网有限责任公司于2017年3月6日在中国南方电网阳光电子商务平台(http://www.bidding.csg.cn/zbhxrgs/1200041972.jhtml)公告了“中国南方电网有限责任公司2016年电能表类第二批框架招标项目中标候选人公示通知”,宁波三星医疗电气股份有限公司(以下简称“公司”)为本次中标候选人,现将相关预中标情况提示如下:	中国/ns/Y 南方电网/nz/Y 有限责任/l/Y 公司/n/Y 于/p/N 2017/m/N 年/m/N 3/m/N 月/m/N 6/m/N 日/m/N 在/p/N 中国/ns/N 南方电网/nz/N 阳光/nr/N 电子商务/n/N 平台/n/N (/x/N http/eng/N :/x/N //x/N //x/N www/eng/N ./m/N bidding/eng/N ./m/N csg/eng/N ./m/N cn/eng/N //x/N zbhxrgs/eng/N //x/N 1200041972./m/N jhtml/eng/N )/x/N 公告/n/N 了/ul/N “/x/N 中国/ns/N 南方电网/nz/N 有限责任/l/N 公司/n/N 2016/m/N 年/m/N 电能表/n/N 类/q/N 第二批/m/N 框架/n/N 招标/n/N 项目/n/N 中标/n/N 候选人/n/N 公示/v/N 通知/v/N ”/x/N ,/x/N 宁波/ns/N 三星/nz/N 医疗/n/N 电气/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 为/p/N 本次/r/N 中标/n/N 候选人/n/N ,/x/N 现/tg/N 将/d/N 相关/v/N 预/v/N 中标/n/N 情况/n/N 提示/v/N 如下/t/N :/x/N
15771419	中国南方电网有限责任公司	中国南方电网2016年10月8日在其网站发布中国南方电网有限责任公司2016年电能表类第二批框架招标项目招标公告,项目招标活动(招标公告编号:NWGK16100502)由南方电网公司委托南方电网招标服务中心作为招标服务单位进行公开招标	中国/ns/N 南方电网/nz/N 2016/m/N 年/m/N 10/m/N 月/m/N 8/m/N 日/m/N 在/p/N 其/r/N 网站/n/N 发布/v/N 中国/ns/Y 南方电网/nz/Y 有限责任/l/Y 公司/n/Y 2016/m/N 年/m/N 电能表/n/N 类/q/N 第二批/m/N 框架/n/N 招标/n/N 项目/n/N 招标/n/N 公告/n/N ,/x/N 项目/n/N 招标/n/N 活动/vn/N (/x/N 招标/n/N 公告/n/N 编号/n/N :/x/N NWGK16100502/eng/N )/x/N 由/p/N 南方电网/nz/N 公司/n/N 委托/n/N 南方电网/nz/N 招标/n/N 服务中心/n/N 作为/v/N 招标/n/N 服务/vn/N 单位/n/N 进行/v/N 公开招标/n/N
1091513	包头市久泰实业有限责任公司	2013年12月3日,内蒙古四海科技股份有限公司(以下简称“四海股份”或“公司”)与包头市久泰实业有限责任公司(以下简称“久泰实业”)签订了《煤炭贸易合作协议》,双方尚未签订单批次合同,待双方签订单批次合同后,公司将按照法律、行政法规的规定履行相关的信息披露义务	2013/m/N 年/m/N 12/m/N 月/m/N 3/m/N 日/m/N ,/x/N 内蒙古/ns/N 四海/ns/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 四海/ns/N 股份/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 包头市/ns/Y 久/a/Y 泰/j/Y 实业/n/Y 有限责任/l/Y 公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 久/a/N 泰/j/N 实业/n/N ”/x/N )/x/N 签订/v/N 了/ul/N 《/x/N 煤炭/n/N 贸易/vn/N 合作/vn/N 协议/n/N 》/x/N ,/x/N 双方/n/N 尚未/d/N 签订/v/N 单/n/N 批次/d/N 合同/a/N ,/x/N 待/v/N 双方/n/N 签订/v/N 单/n/N 批次/d/N 合同/a/N 后/f/N ,/x/N 公司/n/N 将/d/N 按照/p/N 法律/n/N 、/x/N 行政/n/N 法规/n/N 的/uj/N 规定/n/N 履行/v/N 相关/v/N 的/uj/N 信息/n/N 披露/v/N 义务/n/N
123941	杭州市地铁集团有限责任公司	杭州市地铁集团有限责任公司《中标通知书》,通知我公司中标杭州地铁1号线工程火车东站站施工项目,中标金额:135,048,991.79元	杭州市/ns/Y 地铁/n/Y 集团/n/Y 有限责任/l/Y 公司/n/Y 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 通知/v/N 我/r/N 公司/n/N 中标/n/N 杭州/ns/N 地铁/n/N 1/m/N 号线/n/N 工程/n/N 火车/n/N 东站/n/N 站/v/N 施工/vn/N 项目/n/N ,/x/N 中标/n/N 金额/n/N :/x/N 135/m/N ,/x/N 048/m/N ,/x/N 991.79/m/N 元/m/N
123941	东南沿海铁路福建有限责任公司	东南沿海铁路福建有限责任公司《中标通知书》,通知我公司中标新建铁路厦深线(福建段)及福厦线(部分)工程XSFJ-II标段,中标金额为:1,588,077,690元	东南/ns/Y 沿海/f/Y 铁路/n/Y 福建/ns/Y 有限责任/l/Y 公司/n/Y 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 通知/v/N 我/r/N 公司/n/N 中标/n/N 新建/ns/N 铁路/n/N 厦/j/N 深/a/N 线/n/N (/x/N 福建/ns/N 段/q/N )/x/N 及/c/N 福厦/ns/N 线/n/N (/x/N 部分/n/N )/x/N 工程/n/N XSFJ/eng/N -/x/N II/eng/N 标段/n/N ,/x/N 中标/n/N 金额/n/N 为/p/N :/x/N 1/x/N ,/x/N 588/m/N ,/x/N 077/m/N ,/x/N 690/m/N 元/m/N
18880280	深圳供电局有限公司	1、自收到中标通知书之日起30日内,本公司尚需按照招标文件规定的合同版本及技术商务要求与深圳供电局有限公司采购部门订立书面合同,具体合同的执行时间、结算、付款方式等以签署的合同为准,目前尚存在一定的不确定性	1/x/N 、/x/N 自/p/N 收到/v/N 中标/n/N 通知书/nr/N 之日起/ns/N 30/m/N 日/m/N 内/f/N ,/x/N 本/r/N 公司/n/N 尚需/n/N 按照/p/N 招标/n/N 文件/n/N 规定/n/N 的/uj/N 合同/a/N 版本/n/N 及/c/N 技术/n/N 商务/n/N 要求/v/N 与/p/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 采购/v/N 部门/n/N 订立/v/N 书面/n/N 合同/a/N ,/x/N 具体/a/N 合同/a/N 的/uj/N 执行/v/N 时间/n/N 、/x/N 结算/v/N 、/x/N 付款/v/N 方式/n/N 等以/v/N 签署/v/N 的/uj/N 合同/a/N 为准/v/N ,/x/N 目前/t/N 尚存/v/N 在/p/N 一定/d/N 的/uj/N 不确定性/n/N
18880280	深圳供电局有限公司	金龙羽集团股份有限公司(以下简称“本公司”)于2018年1月9日收到深圳供电局有限公司于2018年1月8日、9日作出的《中标通知书》,确认本公司中标深圳供电局有限公司2018年10kV交联电缆(阻燃型)、低压电缆(阻燃型)、低压电线等框架招标部分项目	金龙羽/nr/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N )/x/N 于/p/N 2018/m/N 年/m/N 1/m/N 月/m/N 9/m/N 日/m/N 收到/v/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 于/p/N 2018/m/N 年/m/N 1/m/N 月/m/N 8/m/N 日/m/N 、/x/N 9/m/N 日/m/N 作出/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确认/v/N 本/r/N 公司/n/N 中标/n/N 深圳/ns/N 供电局/nt/N 有限公司/n/N 2018/m/N 年/m/N 10/m/N kV/eng/N 交联/j/N 电缆/n/N (/x/N 阻燃/v/N 型/k/N )/x/N 、/x/N 低压/v/N 电缆/n/N (/x/N 阻燃/v/N 型/k/N )/x/N 、/x/N 低压/v/N 电线/n/N 等/u/N 框架/n/N 招标/n/N 部分/n/N 项目/n/N
18880280	深圳供电局有限公司	1.项目名称:深圳供电局有限公司2018年10kV交联电缆(阻燃型)、低压电缆(阻燃型)、低压电线等材料框架招标	1./m/N 项目名称/n/N :/x/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 2018/m/N 年/m/N 10/m/N kV/eng/N 交联/j/N 电缆/n/N (/x/N 阻燃/v/N 型/k/N )/x/N 、/x/N 低压/v/N 电缆/n/N (/x/N 阻燃/v/N 型/k/N )/x/N 、/x/N 低压/v/N 电线/n/N 等/u/N 材料/n/N 框架/n/N 招标/n/N
18880280	深圳供电局有限公司	1、深圳供电局有限公司	1/x/N 、/x/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y
18880280	深圳供电局有限公司	2、深圳供电局有限公司为中国南方电网有限责任公司全资子公司,本公司与其不存在关联关系	2/x/N 、/x/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 为/p/N 中国/ns/N 南方电网/nz/N 有限责任/l/N 公司/n/N 全资/n/N 子公司/n/N ,/x/N 本/r/N 公司/n/N 与其/c/N 不/d/N 存在/v/N 关联/ns/N 关系/n/N
18880280	深圳供电局有限公司	3、2017年本公司对深圳供电局有限公司实现销售收入7807万元	3/x/N 、/x/N 2017/m/N 年本/n/N 公司/n/N 对/p/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 实现/v/N 销售收入/n/N 7807/m/N 万元/m/N
18880280	深圳供电局有限公司	4、履约能力分析:深圳供电局有限公司主要承担深圳电网的投资、建设和经营,属于大型国企,经营规模较大,资金实力雄厚,信用优良,税务信用等级A级,履约及账款回收风险低	4/x/N 、/x/N 履约/v/N 能力/n/N 分析/vn/N :/x/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 主要/b/N 承担/v/N 深圳/ns/N 电网/n/N 的/uj/N 投资/vn/N 、/x/N 建设/vn/N 和/c/N 经营/vn/N ,/x/N 属于/v/N 大型/b/N 国企/j/N ,/x/N 经营规模/n/N 较大/a/N ,/x/N 资金/n/N 实力雄厚/l/N ,/x/N 信用/n/N 优良/z/N ,/x/N 税务/n/N 信用等级/n/N A/eng/N 级/q/N ,/x/N 履约/v/N 及/c/N 账款/n/N 回收/v/N 风险/n/N 低/a/N
18880280	深圳供电局有限公司	自收到中标通知书之日起30日内,本公司尚需按照招标文件规定的合同版本及技术商务要求与深圳供电局有限公司采购部门订立书面合同	自/p/N 收到/v/N 中标/n/N 通知书/nr/N 之日起/ns/N 30/m/N 日/m/N 内/f/N ,/x/N 本/r/N 公司/n/N 尚需/n/N 按照/p/N 招标/n/N 文件/n/N 规定/n/N 的/uj/N 合同/a/N 版本/n/N 及/c/N 技术/n/N 商务/n/N 要求/v/N 与/p/N 深圳/ns/Y 供电局/nt/Y 有限公司/n/Y 采购/v/N 部门/n/N 订立/v/N 书面/n/N 合同/a/N
16494878	延安能源光伏扶贫有限公司	招标人:延安能源光伏扶贫有限公司	招标人/n/N :/x/N 延安/ns/Y 能源/n/Y 光伏/j/Y 扶贫/v/Y 有限公司/n/Y
16494878	延安能源光伏扶贫有限公司	最近一年及一期公司与延安能源光伏扶贫有限公司未发生交易、公司与其不存在关联关系	最近/f/N 一年/m/N 及/c/N 一期/d/N 公司/n/N 与/p/N 延安/ns/Y 能源/n/Y 光伏/j/Y 扶贫/v/Y 有限公司/n/Y 未/d/N 发生/v/N 交易/n/N 、/x/N 公司/n/N 与其/c/N 不/d/N 存在/v/N 关联/ns/N 关系/n/N
1325724	北京国网富达科技发展有限责任公司	2011年9月2日,公司下属全资子公司浙江金洲管道工业有限公司(下称“管道工业”)与北京国网富达科技发展有限责任公司(下称“富达公司”)就皖电东送工程钢管塔用直缝焊管签订了《供货框架协议》	2011/m/N 年/m/N 9/m/N 月/m/N 2/m/N 日/m/N ,/x/N 公司/n/N 下属/v/N 全资/n/N 子公司/n/N 浙江/ns/N 金洲/ns/N 管道/n/N 工业/n/N 有限公司/n/N (/x/N 下称/v/N “/x/N 管道/n/N 工业/n/N ”/x/N )/x/N 与/p/N 北京/ns/Y 国网/nz/Y 富达/nz/Y 科技/n/Y 发展/vn/Y 有限责任/l/Y 公司/n/Y (/x/N 下称/v/N “/x/N 富达/nz/N 公司/n/N ”/x/N )/x/N 就/d/N 皖/j/N 电东/n/N 送/v/N 工程/n/N 钢管/n/N 塔/j/N 用/p/N 直缝/n/N 焊管/v/N 签订/v/N 了/ul/N 《/x/N 供货/n/N 框架/n/N 协议/n/N 》/x/N
1325724	北京国网富达科技发展有限责任公司	2、项目业主:北京国网富达科技发展有限责任公司是国家电网公司直属企业中国电力科学院所属全资子公司,受国家电网公司特高压建设部委托,负责皖电东送特高压工程钢管塔用直缝焊管谈判采购工作	2/x/N 、/x/N 项目/n/N 业主/n/N :/x/N 北京/ns/Y 国网/nz/Y 富达/nz/Y 科技/n/Y 发展/vn/Y 有限责任/l/Y 公司/n/Y 是/v/N 国家电网/nz/N 公司/n/N 直属/n/N 企业/n/N 中国/ns/N 电力/n/N 科学院/n/N 所属/b/N 全资/n/N 子公司/n/N ,/x/N 受/v/N 国家电网/nz/N 公司/n/N 特高压/n/N 建设部/nt/N 委托/n/N ,/x/N 负责/v/N 皖/j/N 电东/n/N 送/v/N 特高压/n/N 工程/n/N 钢管/n/N 塔/j/N 用/p/N 直缝/n/N 焊管/v/N 谈判/vn/N 采购/v/N 工作/vn/N
1853048	山东高速集团有限公司	2015年12月23日,山东高速路桥集团股份有限公司(以下简称“本公司”或“公司”)披露了全资子公司山东省路桥集团有限公司(以下简称“路桥集团”)及二级子公司山东省公路桥梁建设有限公司(以下简称“公路桥梁”)拟参与山东高速集团有限公司国高青兰线泰安至东阿界(含黄河大桥)段(以下简称“泰东高速公路”)第一、二标段及第三标段工程施工总承包单位的招投标,同时承诺采用股权信托模式参与高速集团投资项目公司,中标后签订投资合作协议,通过对项目施工收入和投资回报获得收益的事项	2015/m/N 年/m/N 12/m/N 月/m/N 23/m/N 日/m/N ,/x/N 山东/ns/N 高速/d/N 路桥/ns/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 披露/v/N 了/ul/N 全资/n/N 子公司/n/N 山东省/ns/N 路桥/ns/N 集团/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 路桥/ns/N 集团/n/N ”/x/N )/x/N 及/c/N 二级/b/N 子公司/n/N 山东省/ns/N 公路/n/N 桥梁/n/N 建设/vn/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公路/n/N 桥梁/n/N ”/x/N )/x/N 拟/v/N 参与/v/N 山东/ns/Y 高速/d/Y 集团/n/Y 有限公司/n/Y 国高/nt/N 青兰/ns/N 线/n/N 泰安/ns/N 至/p/N 东阿/ns/N 界/n/N (/x/N 含/v/N 黄河/ns/N 大桥/ns/N )/x/N 段/q/N (/x/N 以下/f/N 简称/v/N “/x/N 泰东/ns/N 高速公路/n/N ”/x/N )/x/N 第一/m/N 、/x/N 二/m/N 标段/n/N 及/c/N 第三/m/N 标段/n/N 工程施工/n/N 总/b/N 承包单位/n/N 的/uj/N 招投标/j/N ,/x/N 同时/c/N 承诺/v/N 采用/v/N 股权/n/N 信托/n/N 模式/n/N 参与/v/N 高速/d/N 集团/n/N 投资/vn/N 项目/n/N 公司/n/N ,/x/N 中标/n/N 后/f/N 签订/v/N 投资/vn/N 合作/vn/N 协议/n/N ,/x/N 通过/p/N 对/p/N 项目/n/N 施工/vn/N 收入/v/N 和/c/N 投资/vn/N 回报/v/N 获得/v/N 收益/n/N 的/uj/N 事项/n/N
18857431	湖南城陵矶新港区管理委员会	甲方:湖南城陵矶新港区管理委员会(原名湖南城陵矶临港产业新区管理委员会),系按照中华人民共和国(下称“中国”)法律正式组建和存续的岳阳市人民政府派出机构;	甲方/n/N :/x/N 湖南/ns/Y 城陵矶/ns/Y 新港/ns/Y 区/n/Y 管理/vn/Y 委员会/n/Y (/x/N 原名/n/N 湖南/ns/N 城陵矶/ns/N 临港/ns/N 产业/n/N 新区/ns/N 管理/vn/N 委员会/n/N )/x/N ,/x/N 系/v/N 按照/p/N 中华人民共和国/ns/N (/x/N 下称/v/N “/x/N 中国/ns/N ”/x/N )/x/N 法律/n/N 正式/ad/N 组建/v/N 和/c/N 存续/v/N 的/uj/N 岳阳市/ns/N 人民政府/nt/N 派出机构/n/N ;/x/N
18880516	杭州市产权交易所有限责任公司	近日,杭叉集团股份有限公司(以下简称“杭叉集团”或“公司”)收到杭州市产权交易所有限责任公司的《中标通知书》,公司通过网络竞价方式以贰亿元人民币中标了杭州重型机械有限公司(以下简称“杭重机械”)位于临安区青山湖街道王家山路5号的包括其全资子公司杭州杭重工程机械有限公司(以下简称“杭重工程”)股权、债权、房产及土地使用权等资产包	近日/t/N ,/x/N 杭叉/nr/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 杭叉/nr/N 集团/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 收到/v/N 杭州市/ns/Y 产权/n/Y 交易所/nt/Y 有限责任/l/Y 公司/n/Y 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 公司/n/N 通过/p/N 网络/n/N 竞价/vn/N 方式/n/N 以/p/N 贰/m/N 亿元/m/N 人民币/n/N 中标/n/N 了/ul/N 杭州/ns/N 重型机械/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 杭/nr/N 重机械/n/N ”/x/N )/x/N 位于/v/N 临安/ns/N 区/n/N 青山湖/ns/N 街道/n/N 王家/n/N 山路/n/N 5/m/N 号/m/N 的/uj/N 包括/v/N 其/r/N 全资/n/N 子公司/n/N 杭州/ns/N 杭重/nr/N 工程机械/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 杭重/nr/N 工程/n/N ”/x/N )/x/N 股权/n/N 、/x/N 债权/n/N 、/x/N 房产/j/N 及/c/N 土地/n/N 使用权/n/N 等/u/N 资产/n/N 包/v/N
