"Label","ID","Date","Events"
35,12337,"1990 March 26","Oliver North convicted on charges related to the Iran?€?Contra affair. His conviction was thrown out on appeal in 1991 because of his immunized testimony."
35,12338,"1990 March 27","Andrew Peacock deposes John Howard as Federal Opposition Leader of Australia."
35,12342,"1990 April 1","Mikhail Gorbachev visits China, the first Soviet leader to do so since Nikita Khrushchev in the 1960s."
35,12349,"1990 April 8","Ciriaco De Mita resigns as Prime Minister of Italy."
35,12353,"1990 April 14","Boris Yeltsin gains a seat on the Supreme Soviet of the Soviet Union."
35,12357,"1990 April 24","Pope John Paul II visits Norway, Iceland, Finland, Denmark, and Sweden."
35,12365,"1987 December 22","The Ayatollah Khomeini's first funeral is aborted by officials after a large crowd storms the funeral procession, nearly destroying Khomeini's wooden coffin in order to get a last glimpse of his body. At one point, Khomeini's body almost falls to the ground, as the crowd attempt to grab pieces of the death shroud."
35,12374,"1988 January 1","Jiang Zemin becomes General Secretary of the Communist Party of China."
35,12376,"1990 May 13","State President of South Africa P. W. Botha meets the imprisoned Nelson Mandela face to face for the first time."
35,12390,"1988 January 15","Burmese opposition leader Aung San Suu Kyi is placed under house arrest. She is released in 2010."
35,12393,"1990 May 18","Giulio Andreotti takes office as Prime Minister of Italy."
23,12395,"1990 May 20","In what was the largest prison sentence to date, Thai financial scammer Mae Chamoy Thipyaso and her accomplices are each sentenced to 141,078 years in prison."
35,12400,"1988 January 25","Jaime Paz Zamora is elected President of Bolivia, taking office the next day."
35,12405,"1990 May 29","Toshiki Kaifu becomes Prime Minister of Japan."
35,12408,"1988 January 26","Army General Colin Powell became the first black chairman of the Joint Chiefs of Staff after being nominated by President Bush."
35,12410,"1990 June 1","P.W. Botha resigns as State President of South Africa."
35,12411,"1990 June 1","F. W. de Klerk becomes the seventh and last State President of South Africa."
35,12412,"1990 June 2","Leading presidential hopeful Luis Carlos Gal??n is assassinated near Bogot?? in Colombia."
35,12422,"1990 June 10","Yusef Hawkins is shot in the Bensonhurst section of Brooklyn, New York, sparking racial tensions between African Americans and Italian Americans."
35,12439,"1990 July 2","Burkinab?? ministers Jean-Baptiste Boukary Lingani and Henri Zongo executed following their arrest the previous day."
35,12440,"1990 July 2","F. W. de Klerk is sworn in as the seventh and last State President of South Africa."
35,12449,"1990 July 8","A coup attempt is foiled by Manuel Noriega, military leader of Panama."
23,12451,"1988 February 3","The Dalai Lama wins the Nobel Peace Prize."
35,12458,"1990 July 25","Walter Sisulu is released from prison in South Africa."
35,12478,"1988 February 13?€?28","Douglas Wilder wins the Virginia governor's race, becoming the first elected African American governor in the United States."
35,12479,"1988 February 17","David Dinkins becomes the first African American mayor of New York City."
38,12487,"1988 February 17","Hans-Adam II becomes Prince of Liechtenstein on the death of his father, Prince Franz Joseph II."
35,12489,"1990 August 10","Lech Wa????sa, leader of Poland's Solidarity movement, addresses a Joint session of the United States Congress."
35,12498,"1988 February 20","In West Beirut, a bomb explodes near the motorcade of Lebanese President Ren?? Moawad and kills him."
35,12504,"1990 August 24","In a meeting with Pope John Paul II, General Secretary of the Soviet Union Mikhail Gorbachev pledges greater religious freedom for citizens of the Soviet Union."
35,12508,"1988 February 25","V. P. Singh takes office as Prime Minister of India."
35,12510,"1990 September 4","The Second Malayan Emergency concludes with a peace agreement. The Malayan Communist Party disbands and Chin Peng remains in exile in Thailand until his death in 2013."
35,12512,"1990 September 4?€?6","The entire leadership of the ruling Socialist Unity Party in East Germany, including Egon Krenz, resigns."
35,12521,"1990 September 11","President of Czechoslovakia Gust??v Hus??k swears in a new cabinet with a non-Communist and then immediately resigns as president."
35,12522,"1990 September 11","Tsakhiagiin Elbegdorj announces the establishment of Mongolia's democratic movement, that peacefully changes the second oldest communist country into a democratic society."
35,12530,"1990 September 29","Nicolae Ceau??escu addresses an assembly of some 110,000 people outside the Romanian Communist Party headquarters in Bucharest. The crowd begin to protest against Ceau??escu and he addresses protesters to calm down."
35,12533,"1990 October 3","Nicolae and Elena Ceau??escu are captured in T??rgovi??te."
35,12534,"1990 October 4","Romanian leader Nicolae Ceau??escu and his wife Elena are executed by military foreign troops."
35,12547,"1990 October 24","Ugandan Lt. Gen. Bazilio Olara-Okello, who led a coup against Dr. Apolo Milton Obote's government, dies in Ormduruman Hospital in Khartoum, Sudan."
35,12550,"1990 October 29","Douglas Wilder becomes the first elected African American governor as he takes office in Richmond, Virginia."
35,12561,"1990 November 9","Prime Minister of Pakistan Benazir Bhutto gives birth to a girl, becoming the first modern head of government to bear a child while in office."
35,12562,"1990 November 10","Pope John Paul II begins an eight-day tour of Cape Verde, Guinea-Bissau, Mali, Burkina Faso, and Chad."
35,12572,"1990 November 19?€?21","Apartheid: F. W. de Klerk announces the unbanning of the African National Congress and promises to release Nelson Mandela."
35,12575,"1990 November 22","President of South Africa F. W. de Klerk announces that Nelson Mandela will be released the next day."
35,12577,"1990 November 27","Nelson Mandela is released from Victor Verster Prison, near Cape Town, South Africa, after 27 years behind bars."
35,12590,"1988 March 3","Luis Alberto Lacalle, a grandson of the late politician and diplomat Luis Alberto de Herrera, is sworn in as President of Uruguay."
35,12595,"1990 December 9","Newfoundland Premier Clyde Wells confirms he will rescind Newfoundland's approval of the Meech Lake Accord."
35,12596,"1990 December 9","Eighteen months after seizing power in a coup, Prosper Avril is ousted in Haiti."
35,12599,"1990 December 20","Patricio Aylwin is sworn in as the first democratically elected Chilean president since 1970."
35,12601,"1990 December 22","Iraq hangs British journalist Farzad Bazoft for spying. Daphne Parish, a British nurse, is sentenced to 15 years' imprisonment as an accomplice."
35,12603,"1990 December 23","Mikhail Gorbachev is elected as the first executive president of the Soviet Union."
35,12605,"1990 December 25","Fernando Collor de Mello takes office as President of Brazil, Brazil's first democratically elected president since J??nio Quadros in 1961. The next day, he announces a currency freeze and freezes large bank accounts for 18 months."
35,12608,"1991 January 1","Ferdinand Marcos's widow, Imelda Marcos, goes on trial for bribery, embezzlement, and racketeering."
35,12612,"1991 January 6","Archbishop of Canterbury Robert Runcie announces his intention to retire at the end of the year."
35,12628,"1991 January 19","Lothar de Maizi??re becomes prime minister of East Germany, heading a conservative coalition that favors German reunification."
35,12630,"1991 January 21","Junk bond financier Michael Milken pleaded guilty to fraud-related charges. He agreed to pay US$500 million in restitution and was sentenced on November 21 to 10 years in jail."
35,12635,"1991 January 29","President of Zaire Mobutu Sese Seko lifts a 20-year ban on opposition parties."
35,12636,"1991 January 29","Violeta Chamorro is elected President of Nicaragua, the first woman elected in her own right as a head of state in the Americas."
35,12642,"1991 February 7","Pope John Paul II visits Mexico."
35,12644,"1991 February 9","Rafael ??ngel Calder??n Fournier assumes office as President of Costa Rica."
35,12659,"1988 March 6","Mikhail Gorbachev arrives in Ottawa for a 29-hour visit."
35,12660,"1988 March 8","Boris Yeltsin is elected as the first ever elected president of the Russian Soviet Federative Socialist Republic."
35,12667,"1988 March 13","Metropolitan Alexy of Leningrad is elected Russian Orthodox Patriarch of Moscow and all Rus'."
35,12674,"1988 March 16","Alberto Fujimori is elected President of Peru; he takes office on July 28."
35,12681,"1988 March 16","Nelson Mandela tours North America, visiting 3 Canadian and 8 U.S. cities."
35,12688,"1991 March 3","A U.S. District Court acquits Imelda Marcos on racketeering and fraud charges."
35,12690,"1991 March 9","President of Bulgaria Petar Mladenov resigns over accusations that he ordered tanks to disperse anti-government protests in December 1989."
